STATION,NAME,DATE,ACMC,ACMH,ACSC,ACSH,AWND,FMTM,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV03
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/11/70,,100,,100,,,1206,0.18,0,2.6,3,,24,6,0,,,,180,180,0.4,,,,17.2,11,1,,,,,1,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/12/70,,70,,100,,,1436,0,0,0,5,,28,15,0,,,,315,315,0.6,,,,26.4,17,1,,,,,1,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/13/70,,40,,40,,,1536,0,58,0,5,,26,3,336,,,,270,135,0.6,,,,16.1,10.1,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/14/70,,90,,100,,,1842,0.11,0,2.7,5,,25,14,0,,,,90,90,0.6,,,,10.3,6.9,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/15/70,,50,,70,,,442,0,70,0,6,,34,13,408,,,,90,90,0.8,,,,16.1,11,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/16/70,,60,,80,,,1630,0,66,0,5,,42,13,384,,,,180,180,0.8,,,,15,12.1,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/17/70,,100,,100,,,1748,0,0,0,3,,42,34,0,,,,270,315,0.8,,,,12.8,8.9,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/18/70,,70,,90,,,1336,0.03,49,0.1,2,,35,11,288,,,,360,360,0.4,,,,24.2,17,1,,,1,,,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/19/70,,70,,60,,,1606,0.02,54,0.5,1,,19,9,318,,,,270,270,,,,,18.3,14.1,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/20/70,,70,,100,,,1736,0.05,21,1.4,2,,12,-5,126,,,,270,270,0.3,,,,34.4,25.1,,,,,,,,1,1,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/21/70,,20,,10,,,48,0,96,0,3,,11,-5,564,,,,270,270,0.4,,,,26.4,23,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/22/70,,60,,70,,,1230,0,83,0,3,,16,-5,492,,,,180,180,0.4,,,,18.3,13,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/23/70,,100,,100,,,230,0.06,0,1.7,3,,24,12,0,,,,225,225,0.4,,,,20.8,16.1,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/24/70,,70,,90,,,1448,0,18,0,3,,29,-4,108,,,,180,180,0.4,,,,26.4,19.9,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/25/70,,100,,100,,,1100,0.02,0,0,3,,45,26,0,,,,225,225,0.4,,,,28.9,23,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/26/70,,100,,100,,,348,0.04,0,0.4,0,,41,32,0,,,,270,270,,,,,28.9,25.1,1,,,,,,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/27/70,,100,,100,,,1324,0.05,0,0.7,1,,35,29,0,,,,270,270,,,,,31.1,25.1,1,,,,,,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/28/70,,100,,100,,,1800,0,0,0,0,,60,29,0,,,,225,225,,,,,35.6,30,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/29/70,,100,,100,,,2312,0.66,0,0,0,,58,30,0,,,,270,315,,,,,27.5,21.9,1,,,,,,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/30/70,,90,,70,,,12,0.02,54,1.2,0,,30,22,324,,,,315,315,,,,,27.5,25.9,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",1/31/70,,40,,10,,,1448,0,90,0,0,,46,22,552,,,,225,225,,,,,34.4,27.1,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/1/70,,50,,60,,,1236,0,76,0,0,,48,32,468,,,,225,225,,,,,28.9,28,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/2/70,,100,,100,,,2142,0.9,0,1.4,0,,42,23,0,,,,315,360,,,,,28.9,23.9,1,,,,,,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/3/70,,70,,80,,,2042,0.04,69,0.4,1,,23,1,426,,,,270,315,,,,,28.9,21.9,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/4/70,,60,,60,,,1736,0,64,0.1,1,,22,-2,396,,,,180,180,,,,,30,23,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/5/70,,100,,100,,,1030,0,0,0,1,,33,21,0,,,,180,225,,,,,23,17,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/6/70,,80,,100,,,906,0,0,0,0,,33,21,0,,,,180,225,,,,,13.9,8.9,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/7/70,,70,,90,,,1606,0.19,50,0,0,,40,16,318,,,,135,135,,,,,16.1,13,1,,,,,,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/8/70,,100,,100,,,2324,0.2,0,0,0,,41,33,0,,,,135,135,,,,,16.1,12.1,1,1,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/9/70,,100,,100,,,2148,0.13,0,0,0,,41,32,0,,,,270,270,,,,,17.2,12.1,1,1,,1,,,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/10/70,,100,,100,,,2154,0,4,0,0,,32,27,24,,,,315,315,,,,,25.3,17,1,,,,,,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/11/70,,100,,100,,,2118,0.01,3,0.1,0,,33,26,24,,,,270,270,,,,,23,17,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/12/70,,90,,90,,,2200,0,44,0,0,,29,17,270,,,,270,270,,,,,38,29.1,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/13/70,,60,,50,,,12,0.03,75,0.3,0,,25,14,480,,,,315,315,,,,,25.3,19.9,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/14/70,,100,,100,,,1506,0.04,5,0.7,0,,24,13,30,,,,90,90,,,,,18.3,13,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/15/70,,100,,100,,,1148,0.12,29,0.1,1,,28,22,192,,,,360,360,,,,,19.5,14.1,1,,,,,1,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/16/70,,30,,40,,,1100,0,84,0,0,,30,10,540,,,,45,90,,,,,16.1,11,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/17/70,,50,,90,,,1512,0,40,0,0,,37,15,264,,,,180,180,,,,,13.9,8.9,1,1,,,,1,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/18/70,,40,,20,,,1454,0,89,0,0,,57,29,582,,,,225,225,,,,,38,27.1,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/19/70,,90,,100,,,2348,0.01,11,0.1,0,,47,23,78,,,,270,360,,,,,27.5,21.9,1,,,,,1,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/20/70,,60,,70,,,154,0,48,0,0,,26,16,312,,,,315,270,,,,,30,25.9,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/21/70,,30,,50,,,1406,0,54,0,0,,45,15,354,,,,270,270,,,,,30,23.9,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/22/70,,50,,80,,,1612,0,63,0,0,,54,29,414,,,,225,270,,,,,38,25.9,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/23/70,,0,,0,,,1542,0,100,0,0,,45,22,660,,,,315,360,,,,,16.1,8.1,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/24/70,,50,,60,,,1654,0,95,0,0,,53,24,630,,,,225,225,,,,,28.9,21.9,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/25/70,,70,,90,,,1436,0.01,47,0,0,,44,11,318,,,,315,360,,,,,36.7,30,1,,,,,,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/26/70,,30,,30,,,1406,0,85,0,0,,34,8,570,,,,225,180,,,,,31.1,25.9,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/27/70,,80,,90,,,1342,0,32,0,0,,43,26,216,,,,270,270,,,,,33.3,29.1,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",2/28/70,,40,,40,,,1630,0,95,0,0,,42,19,642,,,,135,90,,,,,15,10.1,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/1/70,,90,,70,,,1536,0.01,57,0,0,,58,31,390,,,,225,225,,,,,19.5,15,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/2/70,,100,,100,,,1430,0.13,0,0,0,,52,45,0,,,,135,135,,,,,13.9,10.1,1,1,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/3/70,,100,,100,,,1248,0.29,46,0,0,,65,48,294,,,,180,180,,,,,20.8,16.1,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/4/70,,100,,100,,,824,0.74,8,0,0,,58,43,60,,,,180,135,,,,,24.2,17,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/5/70,,50,,50,,,406,0.14,75,0,0,,48,28,522,,,,360,360,,,,,25.3,17,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/6/70,,40,,50,,,1430,0,99,0,0,,50,22,684,,,,270,270,,,,,13.9,8.9,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/7/70,,60,,90,,,1306,0,77,0,0,,53,31,528,,,,270,270,,,,,30,23,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/8/70,,30,,40,,,206,0,85,0,0,,44,28,588,,,,315,315,,,,,19.5,14.1,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/9/70,,90,,100,,,1606,0,20,0,0,,35,27,144,,,,45,45,,,,,20.8,15,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/10/70,,90,,100,,,212,0.03,0,0.3,0,,32,24,0,,,,45,45,,,,,21.9,14.1,,,,,,,,1,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/11/70,,60,,70,,,2206,0,83,0,0,,44,21,582,,,,360,315,,,,,19.5,14.1,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/12/70,,100,,100,,,1242,0.43,0,4.5,0,,34,27,0,,,,360,360,,,,,28.9,19,1,,,1,,1,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/13/70,,90,,80,,,2336,0.03,69,0.3,5,,36,23,492,,,,270,315,0.4,,,,23,17.9,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/14/70,,90,,80,,,1506,0.04,50,0.8,1,,29,21,354,,,,270,270,,,,,28.9,23,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/15/70,,80,,90,,,1512,0,35,0,2,,28,16,252,,,,270,315,0.3,,,,27.5,23,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/16/70,,50,,60,,,1412,0,49,0,2,,30,15,354,,,,270,225,0.3,,,,19.5,14.1,,,,,,,,,,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/17/70,,90,,100,,,1648,0.13,15,1.3,1,,35,16,108,,,,90,135,,,,,17.2,14.1,,,,,,,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/18/70,,100,,100,,,30,0.22,0,0,1,,42,33,0,,,,90,90,,,,,18.3,13,1,,,,,,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/19/70,,100,,100,,,1818,0.11,7,0,0,,45,37,48,,,,90,90,,,,,19.5,14.1,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/20/70,,100,,100,,,1854,0.04,28,0,0,,48,36,210,,,,270,225,,,,,35.6,25.9,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/21/70,,90,,90,,,200,0,43,0,0,,47,36,312,,,,270,270,,,,,26.4,17,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/22/70,,100,,100,,,2354,0.17,0,1,0,,40,33,0,,,,270,270,,,,,21.9,16.1,1,,,,,,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/23/70,,100,,100,,,2318,0,0,0,0,,41,34,0,,,,225,225,,,,,24.2,19,,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/24/70,,90,,100,,,1518,0.03,7,0.2,0,,43,30,48,,,,225,225,,,,,25.3,19,,,,,,,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/25/70,,90,,100,,,2018,0.27,25,0,0,,51,27,186,,,,90,90,,,,,27.5,19,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/26/70,,90,,100,,,1042,0.07,1,0,0,,51,32,6,,,,225,225,,,,,47.2,42.1,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/27/70,,60,,80,,,1300,0,63,0,0,,48,30,474,,,,225,225,,,,,31.1,25.9,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/28/70,,90,,80,,,1348,0,64,0,0,,55,30,480,,,,270,270,,,,,27.5,25.9,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/29/70,,50,,50,,,12,0.16,58,1.9,1,,40,25,432,,,,360,360,,,,,26.4,19,1,,,,,,,,1,,,,,,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/30/70,,50,,40,,,142,0,92,0,0,,49,22,696,,,,45,45,,,,,20.8,13,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",3/31/70,,50,,30,,,1506,0,81,0,0,,53,34,618,,,,315,270,,,,,17.2,12.1,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/1/70,,100,,90,,,936,1.23,40,0,0,,59,37,300,,,,90,90,,,,,27.5,19.9,1,,1,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/2/70,,80,,100,,,806,0.83,0,0.1,0,,60,33,0,,,,270,270,,,,,78.3,55.9,1,,,,,,,,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/3/70,,60,,80,,,1512,0,56,0,0,,53,30,450,,,,270,270,,,,,30,28,,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/4/70,,70,,90,,,1218,0,30,0,0,,46,31,228,,,,270,270,,,,,23,16.1,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/5/70,,0,,0,,,1130,0,100,0,0,,52,22,768,,,,135,90,,,,,18.3,13,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/6/70,,80,,100,,,1748,0.28,4,0.8,0,,48,30,36,,,,315,270,,,,,31.1,25.9,,,1,,,,,1,,,,,,1,,1,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/7/70,,50,,50,,,36,0,66,0,0,,54,36,516,,,,315,315,,,,,21.9,17,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/8/70,,50,,60,,,1324,0,90,0,0,,72,32,696,,,,225,225,,,,,32.2,25.9,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/9/70,,40,,20,,,1218,0,75,0,0,,63,46,582,,,,270,270,,,,,46.1,31.1,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/10/70,,0,,0,,,1418,0,97,0,0,,54,35,762,,,,270,270,,,,,26.4,23,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/11/70,,40,,50,,,1224,0,89,0,0,,58,28,696,,,,180,45,,,,,17.2,11,,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/12/70,,80,,80,,,2148,0,45,0,0,,64,40,360,,,,45,45,,,,,18.3,17,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/13/70,,90,,90,,,2248,0.17,32,0,0,,70,46,252,,,,45,225,,,,,38,31.1,,,1,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/14/70,,100,,90,,,30,0.04,22,0,0,,53,44,174,,,,270,270,,,,,18.3,19.9,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/15/70,,10,,10,,,1518,0,92,0,0,,66,37,732,,,,315,45,,,,,16.1,8.9,1,1,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/16/70,,70,,90,,,206,0,42,0,0,,68,40,336,,,,90,90,,,,,16.1,15,,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/17/70,,60,,70,,,1500,0,64,0,0,,74,45,516,,,,270,270,,,,,20.8,17.9,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/18/70,,80,,80,,,2154,0,90,0,0,,62,36,720,,,,45,45,,,,,24.2,17,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/19/70,,100,,100,,,1036,0.39,16,0,0,,58,44,126,,,,45,45,,,,,31.1,23,1,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/20/70,,90,,80,,,706,0.21,69,0,0,,69,52,558,,,,225,225,,,,,42.5,36,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/21/70,,60,,70,,,712,0.01,74,0,0,,61,41,606,,,,270,270,,,,,38,34,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/22/70,,80,,80,,,1342,0,54,0,0,,73,38,444,,,,135,135,,,,,24.2,17,,,,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/23/70,,90,,100,,,142,0.13,25,0,0,,73,55,210,,,,225,225,,,,,24.2,21,1,,1,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/24/70,,70,,80,,,1248,1.72,37,0,0,,63,50,306,,,,270,270,,,,,26.4,25.1,1,,1,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/25/70,,50,,50,,,1048,0,84,0,0,,70,43,690,,,,225,180,,,,,16.1,14.1,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/26/70,,50,,60,,,136,0,64,0,0,,74,54,528,,,,180,180,,,,,28.9,25.1,,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/27/70,,70,,90,,,1954,0,67,0,0,,78,48,558,,,,225,225,,,,,17.2,16.1,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/28/70,,90,,90,,,1230,0.51,42,0,0,,75,54,348,,,,180,225,,,,,21.9,19.9,1,,1,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/29/70,,100,,100,,,1348,0,28,0,0,,83,64,234,,,,180,180,,,,,17.2,14.1,1,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",4/30/70,,90,,90,,,1206,0,53,0,0,,87,68,438,,,,180,225,,,,,20.8,17.9,,,,,,,,1,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",5/1/70,,90,,100,,,1348,0.05,66,0,0,,86,61,546,,,,180,225,,,,,44.7,38,,,1,,,,,1,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",5/2/70,,80,,90,,,254,0.23,29,0,0,,61,43,246,,,,360,315,,,,,23,17,1,,,,,,,,,,,,,1,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",5/3/70,,40,,50,,,924,0,84,0,0,,59,35,702,,,,315,315,,,,,15,8.9,1,,,,,,,,,,,,,,,,,,,
USW00014821,"JOHN GLENN INTERNATIONAL AIRPORT, OH US",5/4/70,,30,,30,,,1754,0.02,80,0,0,,73,41,672,,,,225,225,,,,,36.7,30,,,1,,,,,1,,,,,,1,,,,,,
